## Tue Oct 21 20:08:25 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_wruy_nhe --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_wruy_nhe --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_wruy_nhe/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
lcl|NZ_CM127331.1_prot_WP_445298136.1_1855	1267600.JFGT01000002_gene82	0.0	963.0	COG4289@1|root,COG4289@2|Bacteria,1MWVR@1224|Proteobacteria,1RNTP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	protein conserved in bacteria	YPO0843	-	-	-	-	-	-	-	-	-	-	-	DUF2264
lcl|NZ_CM127331.1_prot_WP_445298137.1_1856	1267600.JFGT01000002_gene81	4.94e-263	724.0	COG2211@1|root,COG2211@2|Bacteria,1QUBV@1224|Proteobacteria,1T1SE@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Major facilitator superfamily	-	-	-	ko:K02532	-	-	-	-	ko00000,ko02000	2.A.1.5	-	-	LacY_symp
lcl|NZ_CM127331.1_prot_WP_445298138.1_1857	1267600.JFGT01000002_gene80	4.46e-259	713.0	COG4225@1|root,COG4225@2|Bacteria,1NQTS@1224|Proteobacteria,1RRKB@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Hydrolase	ugl	-	3.2.1.180	ko:K18581	-	-	R10867	RC00049,RC02427	ko00000,ko01000	-	GH88	-	Glyco_hydro_88
lcl|NZ_CM127331.1_prot_WP_445298139.1_1858	527002.yaldo0001_12860	6.62e-93	279.0	COG1452@1|root,COG1452@2|Bacteria,1R4ZS@1224|Proteobacteria,1RQHC@1236|Gammaproteobacteria,41GTC@629|Yersinia	1236|Gammaproteobacteria	M	Oligogalacturonate-specific porin protein (KdgM)	ompL	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0006810,GO:0008150,GO:0008643,GO:0008645,GO:0009279,GO:0015267,GO:0015288,GO:0015749,GO:0015750,GO:0015751,GO:0015757,GO:0016020,GO:0019867,GO:0022803,GO:0022829,GO:0022857,GO:0030312,GO:0030313,GO:0031975,GO:0034219,GO:0044462,GO:0044464,GO:0046323,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:1904659	-	ko:K22110	-	-	-	-	ko00000,ko02000	1.B.35.1,1.B.35.2	-	iECO111_1330.ECO111_4695,iECSF_1327.ECSF_3725,iEcSMS35_1347.EcSMS35_4260	KdgM
lcl|NZ_CM127331.1_prot_WP_445298140.1_1859	598467.BrE312_0116	3.9e-62	197.0	COG0693@1|root,COG0693@2|Bacteria,1P4JD@1224|Proteobacteria,1RZ4J@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Thij pfpi	yajL_1	-	-	-	-	-	-	-	-	-	-	-	DJ-1_PfpI
lcl|NZ_CM127331.1_prot_WP_445298141.1_1861	1006004.GBAG_4112	1.94e-144	425.0	COG4225@1|root,COG4225@2|Bacteria,1NIRN@1224|Proteobacteria,1S2HX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	BNR repeat-containing family member	-	-	-	-	-	-	-	-	-	-	-	-	BNR_4
lcl|NZ_CM127331.1_prot_WP_445298142.1_1862	500640.CIT292_08116	6.09e-123	370.0	COG2211@1|root,COG2211@2|Bacteria,1QUBV@1224|Proteobacteria,1T1SE@1236|Gammaproteobacteria,3WZUD@544|Citrobacter	1236|Gammaproteobacteria	G	sucrose transport protein (sucrose permease) K02532	-	-	-	ko:K02532	-	-	-	-	ko00000,ko02000	2.A.1.5	-	-	LacY_symp
lcl|NZ_CM127331.1_prot_WP_445298144.1_1864	1224136.AMFN01000016_gene3687	8.45e-21	83.6	2ETHP@1|root,33M1J@2|Bacteria,1P185@1224|Proteobacteria,1SS2F@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Ribbon-helix-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	RHH_3
lcl|NZ_CM127331.1_prot_WP_445298145.1_1865	214092.YPO1917	1.16e-269	742.0	COG0582@1|root,COG0582@2|Bacteria,1MU23@1224|Proteobacteria,1RMJ1@1236|Gammaproteobacteria,41H5R@629|Yersinia	1236|Gammaproteobacteria	L	Pfam:DUF4102	intB	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_3,Phage_int_SAM_3,Phage_integrase
lcl|NZ_CM127331.1_prot_WP_004852321.1_1866	571.MC52_26575	3.68e-203	564.0	COG0583@1|root,COG0583@2|Bacteria,1MXR1@1224|Proteobacteria,1RPF3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	nac	GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141	-	ko:K19338	-	-	-	-	ko00000,ko03000	-	-	-	HTH_1,LysR_substrate
lcl|NZ_CM127331.1_prot_WP_014229985.1_1867	571.MC52_26570	3.53e-227	625.0	COG0583@1|root,COG0583@2|Bacteria,1MU8N@1224|Proteobacteria,1RN7T@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	cbl	GO:0006792,GO:0008150,GO:0045883,GO:0048518,GO:0050789,GO:0065007	-	ko:K13634,ko:K13635	-	-	-	-	ko00000,ko03000	-	-	-	HTH_1,LysR_substrate
lcl|NZ_CM127331.1_prot_WP_194247384.1_1868	571.MC52_26565	4.52e-221	609.0	COG1376@1|root,COG1376@2|Bacteria,1P95A@1224|Proteobacteria,1RME2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Catalyzes th removal of D-alanine and attachment of the murein lipoprotein to the peptidoglycan tetrapeptide chain	erfK	GO:0000270,GO:0003674,GO:0003824,GO:0004180,GO:0004185,GO:0006022,GO:0006023,GO:0006024,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0008236,GO:0008238,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016740,GO:0016746,GO:0016755,GO:0016787,GO:0016807,GO:0017171,GO:0018104,GO:0019538,GO:0030203,GO:0034645,GO:0042546,GO:0043164,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0070004,GO:0070008,GO:0070011,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071972,GO:0140096,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	-	ko:K16291	-	-	-	-	ko00000,ko01002,ko01011	-	-	-	YkuD
lcl|NZ_CM127331.1_prot_WP_032750440.1_1869	571.MC52_26560	4.37e-141	398.0	COG0625@1|root,COG0625@2|Bacteria,1NUET@1224|Proteobacteria,1S5BD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	Glutathione S-transferase	-	-	-	-	-	-	-	-	-	-	-	-	GST_N_3
lcl|NZ_CM127331.1_prot_WP_014229983.1_1870	7029.ACYPI070052-PA	2.79e-170	485.0	COG2933@1|root,2S28J@2759|Eukaryota,3AQB8@33154|Opisthokonta,3BXJX@33208|Metazoa,3DF58@33213|Bilateria,4282A@6656|Arthropoda,3SRD9@50557|Insecta	33208|Metazoa	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	-	FtsJ,HTH_1,LysR_substrate
lcl|NZ_CM127331.1_prot_WP_014229982.1_1871	571.MC52_26550	4.92e-242	664.0	COG0667@1|root,COG0667@2|Bacteria,1MVEH@1224|Proteobacteria,1RPX5@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	Aldo keto reductase	-	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red
lcl|NZ_CM127331.1_prot_WP_014229981.1_1872	571.MC52_26545	1.22e-221	610.0	COG0583@1|root,COG0583@2|Bacteria,1MU2E@1224|Proteobacteria,1S20P@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
lcl|NZ_CM127331.1_prot_WP_004852307.1_1874	571.MC52_26535	1.26e-55	173.0	COG2336@1|root,COG2336@2|Bacteria,1N4WH@1224|Proteobacteria,1S75G@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	SpoVT AbrB domain-containing protein	pemI	-	-	ko:K18842	-	-	-	-	ko00000,ko02048	-	-	-	MazE_antitoxin
lcl|NZ_CM127331.1_prot_WP_014229979.1_1875	571.MC52_26530	1.82e-71	215.0	COG2337@1|root,COG2337@2|Bacteria,1RH4Z@1224|Proteobacteria,1S4NQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	Toxic component of a toxin-antitoxin (TA) module	pemK	-	-	ko:K07171,ko:K18841	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	PemK_toxin
lcl|NZ_CM127331.1_prot_WP_014229916.1_1877	571.MC52_26520	0.0	931.0	COG0534@1|root,COG0534@2|Bacteria,1MVRV@1224|Proteobacteria,1RNQ7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	Mate efflux family protein	yeeO	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006857,GO:0006862,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015215,GO:0015230,GO:0015605,GO:0015711,GO:0015748,GO:0015833,GO:0015931,GO:0015932,GO:0016020,GO:0022857,GO:0034220,GO:0035350,GO:0035442,GO:0035672,GO:0035673,GO:0042886,GO:0042887,GO:0042938,GO:0044464,GO:0044610,GO:0051179,GO:0051181,GO:0051182,GO:0051184,GO:0051185,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071916,GO:0071944,GO:0098656,GO:1901264,GO:1901505,GO:1901679,GO:1904680	-	-	-	-	-	-	-	-	-	-	MatE
lcl|NZ_CM127331.1_prot_WP_014229909.1_1878	571.MC52_26490	0.0	994.0	COG0775@1|root,COG0775@2|Bacteria,1MUMQ@1224|Proteobacteria,1RNZ4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	F	Catalyzes the hydrolysis of the N-glycosidic bond of AMP to form adenine and ribose 5-phosphate. Involved in regulation of AMP concentrations	amn	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008714,GO:0016787,GO:0016798,GO:0016799,GO:0044424,GO:0044444,GO:0044464	3.2.2.4	ko:K01241	ko00230,map00230	-	R00182	RC00063,RC00318	ko00000,ko00001,ko01000	-	-	iECABU_c1320.ECABU_c22520,iECOK1_1307.ECOK1_2159,iECP_1309.ECP_1955,iETEC_1333.ETEC_2095,iNRG857_1313.NRG857_09950,iUMN146_1321.UM146_07225,ic_1306.c2444	AMNp_N,PNP_UDP_1
lcl|NZ_CM127331.1_prot_WP_014229908.1_1879	571.MC52_26485	7.57e-57	176.0	2EDNI@1|root,33JC9@2|Bacteria,1NKCC@1224|Proteobacteria,1SGFD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Polymyxin resistance protein PmrD	pmrD	-	-	ko:K19238	ko01503,map01503	-	-	-	ko00000,ko00001	-	-	-	PmrD
lcl|NZ_CM127331.1_prot_WP_048252430.1_1880	571.MC52_26480	0.0	991.0	COG1647@1|root,COG1647@2|Bacteria,1MVZP@1224|Proteobacteria,1T1TS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	COG2267 Lysophospholipase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_4
lcl|NZ_CM127331.1_prot_WP_032693515.1_1881	571.MC52_26475	9.36e-204	566.0	COG3366@1|root,COG3366@2|Bacteria,1QUCW@1224|Proteobacteria,1T1TR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Nucleoside recognition family protein	-	-	-	-	-	-	-	-	-	-	-	-	Gate
lcl|NZ_CM127331.1_prot_WP_032693514.1_1882	571.MC52_26470	2.29e-147	413.0	2C256@1|root,2Z7SY@2|Bacteria,1Q75P@1224|Proteobacteria,1RPCR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Transfers a palmitate residue from the sn-1 position of a phospholipid to the N-linked hydroxymyristate on the proximal unit of lipid A or its precursors	pagP	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0008654,GO:0009058,GO:0009245,GO:0009247,GO:0009279,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016409,GO:0016416,GO:0016740,GO:0016746,GO:0016747,GO:0019637,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044462,GO:0044464,GO:0046467,GO:0046493,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509	2.3.1.251	ko:K12973	ko01503,ko05133,map01503,map05133	M00724	R11223	RC00037,RC00041	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	PagP
lcl|NZ_CM127331.1_prot_WP_160741211.1_1883	571.MC52_26465	8e-216	597.0	COG3274@1|root,COG3274@2|Bacteria,1MXRQ@1224|Proteobacteria,1RXZR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	enterobacterial common antigen metabolic process	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_3
lcl|NZ_CM127331.1_prot_WP_445298146.1_1884	571.MC52_26460	0.0	1924.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,1RMBN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	czcA	-	-	ko:K18138	ko01501,ko01503,map01501,map01503	M00647,M00699,M00718	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	2.A.6.2	-	-	ACR_tran
lcl|NZ_CM127331.1_prot_WP_430983256.1_1885	571.MC52_26455	2.65e-247	680.0	COG0845@1|root,COG0845@2|Bacteria,1R4JA@1224|Proteobacteria,1RPS5@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	ttgA	-	-	-	-	-	-	-	-	-	-	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23
lcl|NZ_CM127331.1_prot_WP_014229901.1_1886	571.MC52_26450	1.18e-94	276.0	COG0589@1|root,COG0589@2|Bacteria,1RA7K@1224|Proteobacteria,1S46U@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	Required for resistance to DNA-damaging agents	-	-	-	ko:K11932	-	-	-	-	ko00000	-	-	-	Usp
lcl|NZ_CM127331.1_prot_WP_014229900.1_1887	571.MC52_26445	0.0	1713.0	COG0474@1|root,COG0474@2|Bacteria,1MUU5@1224|Proteobacteria,1RMYC@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	ATPase, P-type (transporting), HAD superfamily, subfamily IC	ctpF	-	3.6.3.8	ko:K01537	-	-	-	-	ko00000,ko01000	3.A.3.2	-	-	Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase,Hydrolase_3
lcl|NZ_CM127331.1_prot_WP_032750432.1_1888	571.MC52_26440	2.57e-221	610.0	COG2819@1|root,COG2819@2|Bacteria,1RB1X@1224|Proteobacteria,1S5BX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	hydrolase of the alpha beta superfamily	besA	-	-	ko:K07017	-	-	-	-	ko00000	-	-	-	Esterase
lcl|NZ_CM127331.1_prot_WP_014229898.1_1889	571.MC52_26435	2.63e-103	297.0	COG1917@1|root,COG1917@2|Bacteria,1RH1V@1224|Proteobacteria,1S03K@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Cupin 2 conserved barrel domain	-	-	-	-	-	-	-	-	-	-	-	-	CMD,Cupin_2
lcl|NZ_CM127331.1_prot_WP_032750431.1_1890	571.MC52_26430	3.22e-215	594.0	COG0583@1|root,COG0583@2|Bacteria,1MU2E@1224|Proteobacteria,1RQ66@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
lcl|NZ_CM127331.1_prot_WP_014229896.1_1891	571.MC52_26425	6.8e-220	606.0	COG0583@1|root,COG0583@2|Bacteria,1MV06@1224|Proteobacteria,1RQIH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	-	-	-	ko:K18900	-	M00698	-	-	ko00000,ko00002,ko01504,ko03000	-	-	-	HTH_1,LysR_substrate
lcl|NZ_CM127331.1_prot_WP_014229895.1_1892	571.MC52_26420	1.13e-93	273.0	COG0251@1|root,COG0251@2|Bacteria,1RCX5@1224|Proteobacteria,1S4QQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	Translation Initiation Inhibitor YjgF Family	yjgH	-	-	-	-	-	-	-	-	-	-	-	Ribonuc_L-PSP
lcl|NZ_CM127331.1_prot_WP_032750430.1_1893	571.MC52_26415	2.76e-221	611.0	COG0604@1|root,COG0604@2|Bacteria,1MWRK@1224|Proteobacteria,1SYCA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	COG0604 NADPH quinone reductase and related Zn-dependent oxidoreductases	-	-	1.6.5.5	ko:K00344	-	-	-	-	ko00000,ko01000	-	-	-	ADH_N,ADH_zinc_N
lcl|NZ_CM127331.1_prot_WP_161505340.1_1894	571.MC52_26405	2.53e-197	546.0	COG3228@1|root,COG3228@2|Bacteria,1RAHF@1224|Proteobacteria,1RZQU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	Belongs to the MtfA family	mtfA	GO:0003674,GO:0003824,GO:0004177,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0006508,GO:0006807,GO:0008134,GO:0008150,GO:0008152,GO:0008233,GO:0008238,GO:0009889,GO:0010468,GO:0010556,GO:0016787,GO:0019219,GO:0019222,GO:0019538,GO:0031323,GO:0031326,GO:0043170,GO:0043433,GO:0044092,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0048519,GO:0050789,GO:0050794,GO:0051090,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0065009,GO:0070011,GO:0071704,GO:0080090,GO:0140096,GO:1901564,GO:1903506,GO:2000112,GO:2001141	-	ko:K09933	-	-	-	-	ko00000,ko01002	-	-	-	Peptidase_M90
lcl|NZ_CM127331.1_prot_WP_032750429.1_1895	571.MC52_26395	0.0	921.0	2AJKJ@1|root,31A7N@2|Bacteria,1NVRX@1224|Proteobacteria,1SNZ2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lcl|NZ_CM127331.1_prot_WP_064405664.1_1896	571.MC52_26390	4.65e-230	634.0	COG0463@1|root,COG0463@2|Bacteria,1MWE5@1224|Proteobacteria,1RPCE@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Catalyzes the transfer of 4-deoxy-4-formamido-L- arabinose from UDP to undecaprenyl phosphate. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
lcl|NZ_CM127331.1_prot_WP_154904960.1_1897	571.MC52_26385	3.02e-79	236.0	COG2246@1|root,COG2246@2|Bacteria,1N5BG@1224|Proteobacteria,1SAY2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	GtrA-like protein	-	-	-	-	-	-	-	-	-	-	-	-	GtrA
lcl|NZ_CM127331.1_prot_WP_154904961.1_1898	571.MC52_26380	2.07e-262	718.0	COG3203@1|root,COG3203@2|Bacteria,1R8YJ@1224|Proteobacteria,1RZV8@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Gram-negative porin	-	-	-	ko:K09476	ko01501,ko02020,map01501,map02020	M00746	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	1.B.1.1.1	-	-	Porin_1
lcl|NZ_CM127331.1_prot_WP_032750426.1_1899	571.MC52_26375	1.62e-66	201.0	2DZQZ@1|root,32VGN@2|Bacteria,1N08R@1224|Proteobacteria,1SA7X@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	yedR	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	-
lcl|NZ_CM127331.1_prot_WP_014229888.1_1900	571.MC52_26370	9.75e-162	453.0	COG1418@1|root,COG1418@2|Bacteria,1RB2W@1224|Proteobacteria,1RR38@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Metal-dependent phosphohydrolase	yedJ	-	-	ko:K06950	-	-	-	-	ko00000	-	-	-	HD
lcl|NZ_CM127331.1_prot_WP_032720332.1_1901	571.MC52_26365	0.0	972.0	COG0270@1|root,COG0270@2|Bacteria,1MV9H@1224|Proteobacteria,1RPM4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Methyl-transferase	dcm	GO:0003674,GO:0003824,GO:0003886,GO:0006139,GO:0006259,GO:0006304,GO:0006305,GO:0006306,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0009008,GO:0009987,GO:0016740,GO:0016741,GO:0032259,GO:0032776,GO:0034641,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044728,GO:0046483,GO:0071704,GO:0090116,GO:0090304,GO:0140097,GO:1901360	2.1.1.37	ko:K00558	ko00270,ko01100,ko05206,map00270,map01100,map05206	M00035	R04858	RC00003,RC00332	ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_methylase
lcl|NZ_CM127331.1_prot_WP_014229886.1_1902	571.MC52_26360	6.04e-123	349.0	COG3727@1|root,COG3727@2|Bacteria,1RH1C@1224|Proteobacteria,1S2V3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	May nick specific sequences that contain T G mispairs resulting from m5C-deamination	vsr	GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005488,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0033554,GO:0034641,GO:0043170,GO:0043765,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:0140097,GO:1901360,GO:1901363	-	ko:K07458	-	-	-	-	ko00000,ko01000,ko03400	-	-	iB21_1397.ECBD_1686,iECD_1391.ECBD_1686	Vsr
lcl|NZ_CM127331.1_prot_WP_014229885.1_1903	571.MC52_26355	1.15e-205	570.0	COG0697@1|root,COG0697@2|Bacteria,1MXX1@1224|Proteobacteria,1RPRZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	EG	of the drug metabolite transporter (DMT) superfamily	yedA	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0016020,GO:0022857,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944	-	-	-	-	-	-	-	-	-	-	EamA
lcl|NZ_CM127331.1_prot_WP_004852222.1_1904	571.MC52_26350	1.18e-198	552.0	COG2354@1|root,COG2354@2|Bacteria,1MVYU@1224|Proteobacteria,1RMUZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	protein conserved in bacteria	yedI	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K09781	-	-	-	-	ko00000	-	-	-	DUF808
lcl|NZ_CM127331.1_prot_WP_025106102.1_1905	571.MC52_26345	4.9e-37	124.0	COG5475@1|root,COG5475@2|Bacteria,1N81T@1224|Proteobacteria,1SD0R@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Uncharacterized small protein (DUF2158)	yodC	-	-	-	-	-	-	-	-	-	-	-	DUF2158
lcl|NZ_CM127331.1_prot_WP_014838854.1_1906	571.MC52_26340	0.0	1090.0	COG2199@1|root,COG3706@2|Bacteria,1MZV7@1224|Proteobacteria,1RSJI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	Diguanylate cyclase	yedQ	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0016740,GO:0016772,GO:0016779,GO:0032879,GO:0040012,GO:0040013,GO:0044464,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051270,GO:0051271,GO:0052621,GO:0065007,GO:0071944,GO:1902021,GO:1902201,GO:2000145,GO:2000146	2.7.7.65	ko:K21085	ko02026,map02026	-	-	-	ko00000,ko00001,ko01000	-	-	iLF82_1304.LF82_2957,iSbBS512_1146.SbBS512_E1077	CHASE7,GGDEF
lcl|NZ_CM127331.1_prot_WP_014229881.1_1907	571.MC52_26335	3.19e-45	145.0	2E0QC@1|root,32W92@2|Bacteria,1NC7W@1224|Proteobacteria,1SBI7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	single-species biofilm formation on inanimate substrate	yodD	GO:0000302,GO:0006950,GO:0006979,GO:0008150,GO:0009268,GO:0009628,GO:0009636,GO:0009987,GO:0010035,GO:0010447,GO:0033554,GO:0034599,GO:0034614,GO:0035690,GO:0042221,GO:0042493,GO:0042542,GO:0042710,GO:0044010,GO:0044011,GO:0044764,GO:0046677,GO:0050896,GO:0051703,GO:0051704,GO:0051716,GO:0070301,GO:0070887,GO:0071214,GO:0071236,GO:0071467,GO:0071468,GO:0090605,GO:0090609,GO:0097237,GO:0104004,GO:1901700,GO:1901701	-	-	-	-	-	-	-	-	-	-	DUF2525
lcl|NZ_CM127331.1_prot_WP_004136599.1_1908	571.MC52_26330	3.75e-40	132.0	2E52Z@1|root,32ZW5@2|Bacteria,1N7NE@1224|Proteobacteria,1SD23@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Belongs to the DsrB family	dsrB	-	-	-	-	-	-	-	-	-	-	-	DSRB
